Value,Variable Name,Class Name,Package Name
"my-xl-0","my_xl_0","Spacing","dev.rebelcraft.j2html.ext.utilities"
"my-xxl-0","my_xxl_0","Spacing","dev.rebelcraft.j2html.ext.utilities"
"my-1","my_1","Spacing","dev.rebelcraft.j2html.ext.utilities"
"my-sm-1","my_sm_1","Spacing","dev.rebelcraft.j2html.ext.utilities"
"my-md-1","my_md_1","Spacing","dev.rebelcraft.j2html.ext.utilities"
"my-xl-1","my_xl_1","Spacing","dev.rebelcraft.j2html.ext.utilities"
"my-xxl-1","my_xxl_1","Spacing","dev.rebelcraft.j2html.ext.utilities"
"my-2","my_2","Spacing","dev.rebelcraft.j2html.ext.utilities"
"my-sm-2","my_sm_2","Spacing","dev.rebelcraft.j2html.ext.utilities"
"my-md-2","my_md_2","Spacing","dev.rebelcraft.j2html.ext.utilities"
"my-xl-2","my_xl_2","Spacing","dev.rebelcraft.j2html.ext.utilities"
"my-xxl-2","my_xxl_2","Spacing","dev.rebelcraft.j2html.ext.utilities"
"my-3","my_3","Spacing","dev.rebelcraft.j2html.ext.utilities"
"my-sm-3","my_sm_3","Spacing","dev.rebelcraft.j2html.ext.utilities"
"my-md-3","my_md_3","Spacing","dev.rebelcraft.j2html.ext.utilities"
"my-xl-3","my_xl_3","Spacing","dev.rebelcraft.j2html.ext.utilities"
"my-xxl-3","my_xxl_3","Spacing","dev.rebelcraft.j2html.ext.utilities"
"my-4","my_4","Spacing","dev.rebelcraft.j2html.ext.utilities"
"my-sm-4","my_sm_4","Spacing","dev.rebelcraft.j2html.ext.utilities"
"my-md-4","my_md_4","Spacing","dev.rebelcraft.j2html.ext.utilities"
"my-xl-4","my_xl_4","Spacing","dev.rebelcraft.j2html.ext.utilities"
"my-xxl-4","my_xxl_4","Spacing","dev.rebelcraft.j2html.ext.utilities"
"my-5","my_5","Spacing","dev.rebelcraft.j2html.ext.utilities"
"my-sm-5","my_sm_5","Spacing","dev.rebelcraft.j2html.ext.utilities"
"my-md-5","my_md_5","Spacing","dev.rebelcraft.j2html.ext.utilities"
"my-xl-5","my_xl_5","Spacing","dev.rebelcraft.j2html.ext.utilities"
"my-xxl-5","my_xxl_5","Spacing","dev.rebelcraft.j2html.ext.utilities"
"my-auto","my_auto","Spacing","dev.rebelcraft.j2html.ext.utilities"
"my-sm-auto","my_sm_auto","Spacing","dev.rebelcraft.j2html.ext.utilities"
"my-md-auto","my_md_auto","Spacing","dev.rebelcraft.j2html.ext.utilities"
"my-xl-auto","my_xl_auto","Spacing","dev.rebelcraft.j2html.ext.utilities"
"my-xxl-auto","my_xxl_auto","Spacing","dev.rebelcraft.j2html.ext.utilities"
"m-0","m_0","Spacing","dev.rebelcraft.j2html.ext.utilities"
"m-sm-0","m_sm_0","Spacing","dev.rebelcraft.j2html.ext.utilities"
"m-md-0","m_md_0","Spacing","dev.rebelcraft.j2html.ext.utilities"
"m-xl-0","m_xl_0","Spacing","dev.rebelcraft.j2html.ext.utilities"
"m-xxl-0","m_xxl_0","Spacing","dev.rebelcraft.j2html.ext.utilities"
"m-1","m_1","Spacing","dev.rebelcraft.j2html.ext.utilities"
"m-sm-1","m_sm_1","Spacing","dev.rebelcraft.j2html.ext.utilities"
"m-md-1","m_md_1","Spacing","dev.rebelcraft.j2html.ext.utilities"
"m-xl-1","m_xl_1","Spacing","dev.rebelcraft.j2html.ext.utilities"
"m-xxl-1","m_xxl_1","Spacing","dev.rebelcraft.j2html.ext.utilities"
"m-2","m_2","Spacing","dev.rebelcraft.j2html.ext.utilities"
"m-sm-2","m_sm_2","Spacing","dev.rebelcraft.j2html.ext.utilities"
"m-md-2","m_md_2","Spacing","dev.rebelcraft.j2html.ext.utilities"
"m-xl-2","m_xl_2","Spacing","dev.rebelcraft.j2html.ext.utilities"
"m-xxl-2","m_xxl_2","Spacing","dev.rebelcraft.j2html.ext.utilities"
"m-3","m_3","Spacing","dev.rebelcraft.j2html.ext.utilities"
"m-sm-3","m_sm_3","Spacing","dev.rebelcraft.j2html.ext.utilities"
"m-md-3","m_md_3","Spacing","dev.rebelcraft.j2html.ext.utilities"
"m-xl-3","m_xl_3","Spacing","dev.rebelcraft.j2html.ext.utilities"
"m-xxl-3","m_xxl_3","Spacing","dev.rebelcraft.j2html.ext.utilities"
"m-4","m_4","Spacing","dev.rebelcraft.j2html.ext.utilities"
"m-sm-4","m_sm_4","Spacing","dev.rebelcraft.j2html.ext.utilities"
"m-md-4","m_md_4","Spacing","dev.rebelcraft.j2html.ext.utilities"
"m-xl-4","m_xl_4","Spacing","dev.rebelcraft.j2html.ext.utilities"
"m-xxl-4","m_xxl_4","Spacing","dev.rebelcraft.j2html.ext.utilities"
"m-5","m_5","Spacing","dev.rebelcraft.j2html.ext.utilities"
"m-sm-5","m_sm_5","Spacing","dev.rebelcraft.j2html.ext.utilities"
"m-md-5","m_md_5","Spacing","dev.rebelcraft.j2html.ext.utilities"
"m-xl-5","m_xl_5","Spacing","dev.rebelcraft.j2html.ext.utilities"
"m-xxl-5","m_xxl_5","Spacing","dev.rebelcraft.j2html.ext.utilities"
"m-auto","m_auto","Spacing","dev.rebelcraft.j2html.ext.utilities"
"m-sm-auto","m_sm_auto","Spacing","dev.rebelcraft.j2html.ext.utilities"
"m-md-auto","m_md_auto","Spacing","dev.rebelcraft.j2html.ext.utilities"
"m-xl-auto","m_xl_auto","Spacing","dev.rebelcraft.j2html.ext.utilities"
"m-xxl-auto","m_xxl_auto","Spacing","dev.rebelcraft.j2html.ext.utilities"
"gap-0","gap_0","Spacing","dev.rebelcraft.j2html.ext.utilities"
"gap-1","gap_1","Spacing","dev.rebelcraft.j2html.ext.utilities"
"gap-2","gap_2","Spacing","dev.rebelcraft.j2html.ext.utilities"
"gap-3","gap_3","Spacing","dev.rebelcraft.j2html.ext.utilities"
"gap-4","gap_4","Spacing","dev.rebelcraft.j2html.ext.utilities"
"gap-5","gap_5","Spacing","dev.rebelcraft.j2html.ext.utilities"
"row-gap-0","row_gap_0","Spacing","dev.rebelcraft.j2html.ext.utilities"
"row-gap-1","row_gap_1","Spacing","dev.rebelcraft.j2html.ext.utilities"
"row-gap-2","row_gap_2","Spacing","dev.rebelcraft.j2html.ext.utilities"
"row-gap-3","row_gap_3","Spacing","dev.rebelcraft.j2html.ext.utilities"
"row-gap-4","row_gap_4","Spacing","dev.rebelcraft.j2html.ext.utilities"
"row-gap-5","row_gap_5","Spacing","dev.rebelcraft.j2html.ext.utilities"
"column-gap-0","column_gap_0","Spacing","dev.rebelcraft.j2html.ext.utilities"
"column-gap-1","column_gap_1","Spacing","dev.rebelcraft.j2html.ext.utilities"
"column-gap-2","column_gap_2","Spacing","dev.rebelcraft.j2html.ext.utilities"
"column-gap-3","column_gap_3","Spacing","dev.rebelcraft.j2html.ext.utilities"
"column-gap-4","column_gap_4","Spacing","dev.rebelcraft.j2html.ext.utilities"
"column-gap-5","column_gap_5","Spacing","dev.rebelcraft.j2html.ext.utilities"
"text-start","text_start","Text","dev.rebelcraft.j2html.ext.utilities"
"text-center","text_center","Text","dev.rebelcraft.j2html.ext.utilities"
"text-end","text_end","Text","dev.rebelcraft.j2html.ext.utilities"
"text-sm-start","text_sm_start","Text","dev.rebelcraft.j2html.ext.utilities"
"text-md-start","text_md_start","Text","dev.rebelcraft.j2html.ext.utilities"
"text-lg-start","text_lg_start","Text","dev.rebelcraft.j2html.ext.utilities"
"text-xl-start","text_xl_start","Text","dev.rebelcraft.j2html.ext.utilities"
"text-xxl-start","text_xxl_start","Text","dev.rebelcraft.j2html.ext.utilities"
"text-sm-center","text_sm_center","Text","dev.rebelcraft.j2html.ext.utilities"
"text-md-center","text_md_center","Text","dev.rebelcraft.j2html.ext.utilities"
"text-lg-center","text_lg_center","Text","dev.rebelcraft.j2html.ext.utilities"
"text-xl-center","text_xl_center","Text","dev.rebelcraft.j2html.ext.utilities"
"text-xxl-center","text_xxl_center","Text","dev.rebelcraft.j2html.ext.utilities"
"text-sm-end","text_sm_end","Text","dev.rebelcraft.j2html.ext.utilities"
"text-md-end","text_md_end","Text","dev.rebelcraft.j2html.ext.utilities"
"text-lg-end","text_lg_end","Text","dev.rebelcraft.j2html.ext.utilities"
"text-xl-end","text_xl_end","Text","dev.rebelcraft.j2html.ext.utilities"
"text-xxl-end","text_xxl_end","Text","dev.rebelcraft.j2html.ext.utilities"
"text-wrap","text_wrap","Text","dev.rebelcraft.j2html.ext.utilities"
"text-nowrap","text_nowrap","Text","dev.rebelcraft.j2html.ext.utilities"
"text-break","text_break","Text","dev.rebelcraft.j2html.ext.utilities"
"text-lowercase","text_lowercase","Text","dev.rebelcraft.j2html.ext.utilities"
"text-uppercase","text_uppercase","Text","dev.rebelcraft.j2html.ext.utilities"
"text-capitalize","text_capitalize","Text","dev.rebelcraft.j2html.ext.utilities"
"fs-1","fs_1","Text","dev.rebelcraft.j2html.ext.utilities"
"fs-2","fs_2","Text","dev.rebelcraft.j2html.ext.utilities"
"fs-3","fs_3","Text","dev.rebelcraft.j2html.ext.utilities"
"fs-4","fs_4","Text","dev.rebelcraft.j2html.ext.utilities"
"fs-5","fs_5","Text","dev.rebelcraft.j2html.ext.utilities"
"fs-6","fs_6","Text","dev.rebelcraft.j2html.ext.utilities"
"fw-bold","fw_bold","Text","dev.rebelcraft.j2html.ext.utilities"
"fw-bolder","fw_bolder","Text","dev.rebelcraft.j2html.ext.utilities"
"fw-semibold","fw_semibold","Text","dev.rebelcraft.j2html.ext.utilities"
"fw-medium","fw_medium","Text","dev.rebelcraft.j2html.ext.utilities"
"fw-normal","fw_normal","Text","dev.rebelcraft.j2html.ext.utilities"
"fw-light","fw_light","Text","dev.rebelcraft.j2html.ext.utilities"
"fw-lighter","fw_lighter","Text","dev.rebelcraft.j2html.ext.utilities"
"fst-italic","fst_italic","Text","dev.rebelcraft.j2html.ext.utilities"
"fst-normal","fst_normal","Text","dev.rebelcraft.j2html.ext.utilities"
"lh-1","lh_1","Text","dev.rebelcraft.j2html.ext.utilities"
"lh-sm","lh_sm","Text","dev.rebelcraft.j2html.ext.utilities"
"lh-base","lh_base","Text","dev.rebelcraft.j2html.ext.utilities"
"lh-lg","lh_lg","Text","dev.rebelcraft.j2html.ext.utilities"
"font-monospace","font_monospace","Text","dev.rebelcraft.j2html.ext.utilities"
"text-reset","text_reset","Text","dev.rebelcraft.j2html.ext.utilities"
"text-decoration-underline","text_decoration_underline","Text","dev.rebelcraft.j2html.ext.utilities"
"text-decoration-line-through","text_decoration_line_through","Text","dev.rebelcraft.j2html.ext.utilities"
"text-decoration-none","text_decoration_none","Text","dev.rebelcraft.j2html.ext.utilities"
"align-baseline","align_baseline","VerticalAlign","dev.rebelcraft.j2html.ext.utilities"
"align-top","align_top","VerticalAlign","dev.rebelcraft.j2html.ext.utilities"
"align-middle","align_middle","VerticalAlign","dev.rebelcraft.j2html.ext.utilities"
"align-bottom","align_bottom","VerticalAlign","dev.rebelcraft.j2html.ext.utilities"
"align-text-top","align_text_top","VerticalAlign","dev.rebelcraft.j2html.ext.utilities"
"align-text-bottom","align_text_bottom","VerticalAlign","dev.rebelcraft.j2html.ext.utilities"
"visible","visible","Visibility","dev.rebelcraft.j2html.ext.utilities"
"invisible","invisible","Visibility","dev.rebelcraft.j2html.ext.utilities"
"z-3","z_3","ZIndex","dev.rebelcraft.j2html.ext.utilities"
"z-2","z_2","ZIndex","dev.rebelcraft.j2html.ext.utilities"
"z-1","z_1","ZIndex","dev.rebelcraft.j2html.ext.utilities"
"z-0","z_0","ZIndex","dev.rebelcraft.j2html.ext.utilities"
"z-n1","z_n1","ZIndex","dev.rebelcraft.j2html.ext.utilities"
